AMRate,TrialType,Score,Latency,TrialStart,TrialEnd,FrameStart,FrameStop,Direction
9.11999988555908,Vis,Correct,673.717759999977,495.7333504,497.26078976,29628,29718,Right
9.11999988555908,Vis,Correct,475.430400000039,501.44370688,502.7018752,29970,30045,Right
4,Vis,Correct,422.673920000011,507.824128,508.85218304,30353,30414,Left
12,Av,Correct,451.673599999981,510.97878528,512.08413184,30542,30608,Right
5.26000022888184,Aud,Correct,543.669759999989,514.7068416,516.01186816,30766,30843,Left
4,Av,Correct,165.813760000037,518.29067776,519.4641408,30981,31051,Left
4,Vis,Correct,703.823360000047,523.30078208,524.76428288,31282,31369,Left
5.26000022888184,Av,Correct,290.741759999992,527.59687168,528.76398592,31540,31609,Left
9.11999988555908,Av,Correct,496.97536000001,534.82754048,535.93300992,31973,32039,Right
12,Vis,Correct,610.43456000009,538.07054848,539.39736576,32168,32247,Right
12,Vis,Correct,650.042880000046,544.5971968,545.9677184,32560,32641,Right
12,Av,Correct,497.507839999957,549.2717568,550.55261696,32840,32916,Right
4,Av,Correct,424.844800000005,554.07489024,555.168768,33128,33193,Left
5.26000022888184,Aud,Correct,377.740800000015,557.179904,558.20795904,33314,33375,Left
5.26000022888184,Aud,Correct,588.889600000061,562.69758464,563.94080256,33646,33719,Left
4,Aud,Correct,481.574400000045,567.8041088,568.95524864,33952,34020,Left
12,Av,Correct,382.860800000049,572.89428992,573.89428736,34257,34316,Right
12,Aud,Correct,508.239359999993,576.01552384,577.16482048,34445,34513,Right
9.11999988555908,Av,Correct,460.643840000034,579.41540864,580.65944576,34649,34722,Right
12,Aud,Correct,412.229120000052,584.09660416,585.32233216,34929,35002,Right
12,Av,Correct,452.206080000042,588.08049664,589.1551232,35168,35232,Right
4,Vis,Correct,466.910720000033,591.24645888,592.3981312,35358,35427,Left
4,Av,Correct,292.462079999996,597.76528384,598.94480896,35750,35819,Left
6.92000007629395,Vis,Catch,861.027840000065,602.58807808,604.07218176,36039,36127,Right
5.26000022888184,Av,Correct,417.799679999962,606.17805824,607.1980032,36254,36314,Left
6.92000007629395,Av,Catch,992.550400000073,611.1338496,613.34265856,36552,36683,Left
5.26000022888184,Aud,Correct,570.457599999986,616.0893952,617.3960192,36849,36926,Left
12,Av,Correct,463.551999999981,623.27390208,624.41254912,37280,37347,Right
12,Av,Correct,444.710400000008,626.70237696,627.87784704,37486,37555,Right
12,Av,Correct,419.76575999995,630.29579776,631.54593792,37701,37775,Right
5.26000022888184,Av,Correct,470.023679999986,634.2230016,635.44860672,37937,38009,Left
12,Av,Correct,526.179839999986,639.35381504,640.7028736,38245,38325,Right
12,Aud,Correct,373.030399999993,644.64068608,645.83032832,38562,38632,Right
4,Av,Correct,485.793279999984,650.5981952,651.7409792,38919,38987,Left
12,Aud,Correct,457.285119999983,654.95056384,656.1697792,39181,39253,Right
6.92000007629395,Av,Catch,433.200640000041,659.76909824,660.95955968,39470,39540,Right
12,Aud,Correct,402.480639999953,664.58124288,665.89229056,39758,39836,Right
4,Vis,Correct,537.402879999991,669.42038016,670.6743296,40049,40123,Left
12,Vis,Correct,1013.68575999998,674.15728128,676.02956288,40333,40444,Right
12,Vis,Correct,940.121600000043,680.7515136,682.43243008,40729,40828,Right
4,Vis,Correct,560.340479999968,686.58020352,687.83468544,41078,41153,Left
4,Av,Correct,344.276480000008,691.4951168,692.65494016,41373,41442,Left
12,Vis,Correct,560.176639999941,698.15980032,699.46515456,41773,41850,Right
9.11999988555908,Aud,Correct,832.478720000086,702.92123648,704.50962432,42059,42153,Right
4,Vis,Correct,608.50944000008,707.81140992,709.13601536,42352,42431,Left
12,Av,Correct,423.697920000041,712.27891712,713.51115776,42620,42693,Right
4,Vis,Correct,711.114239999961,717.73835264,719.21201152,42948,43035,Left
4,Av,Correct,232.414719999997,722.20741632,723.38259968,43216,43285,Left
12,Av,Correct,532.405760000006,730.56550912,731.74134784,43717,43787,Right
6.92000007629395,Av,Catch,460.684800000013,735.82596096,737.02948864,44033,44104,Right
4,Vis,Correct,915.873280000073,740.80948224,742.45505024,44332,44430,Left
9.11999988555908,Av,Correct,491.732480000042,747.24634624,748.39801856,44718,44786,Right
4,Av,Correct,438.238720000004,752.85798912,754.015232,45055,45123,Left
4,Av,Correct,139.230720000046,757.71613184,758.79084032,45346,45410,Left
12,Aud,Correct,771.61215999995,762.80631296,764.33235968,45652,45742,Right
5.26000022888184,Aud,Incorrect,436.395519999951,768.12419072,769.2414976,45971,46037,Right
12,Aud,Correct,362.626560000012,772.2694656,773.30190336,46220,46281,Right
4,Vis,Correct,2017.7792,776.8287232,779.57353472,46493,46657,Left
4,Av,Correct,422.79680000006,782.6036736,783.6653568,46840,46902,Left
5.26000022888184,Av,Correct,217.50528,786.97947136,787.99470592,47102,47162,Left
12,Vis,Correct,616.45567999999,791.49002752,792.82692096,47373,47452,Right
6.92000007629395,Vis,Catch,858.283520000032,796.2722304,798.5319936,47660,47794,Right
12,Vis,Correct,693.00991999994,802.70364672,804.2407936,48046,48137,Right
5.26000022888184,Aud,Correct,490.21695999993,809.45225728,810.69150208,48451,48524,Left
9.11999988555908,Vis,Correct,836.165119999964,814.67904,816.32395264,48764,48862,Right
12,Av,Correct,414.11327999997,819.9882752,821.30690048,49083,49161,Right
12,Vis,Correct,497.180159999903,826.01787392,827.28398848,49444,49519,Right
9.11999988555908,Aud,Correct,739.499519999913,831.45711616,832.95055872,49771,49859,Right
12,Av,Correct,541.785599999957,836.98642944,838.48364032,50103,50191,Right
12,Vis,Correct,573.816320000037,841.95909632,843.27784448,50401,50479,Right
12,Aud,Correct,507.010560000072,847.60047616,848.88272896,50739,50815,Right
6.92000007629395,Vis,Catch,912.391679999973,853.41540352,855.10844416,51088,51189,Left
5.26000022888184,Aud,Correct,427.548159999947,868.83078144,869.92519168,52013,52078,Left
6.92000007629395,Vis,Catch,210.419199999978,873.96052992,874.97224192,52321,52381,Right
12,Av,Correct,379.584000000068,878.94044672,880.0034816,52620,52682,Right
9.11999988555908,Aud,Correct,975.101440000049,884.29838336,885.983232,52941,53041,Right
4,Aud,Correct,394.821120000006,889.92436224,890.9750272,53279,53341,Left
4,Aud,Correct,638.737919999971,895.16265472,896.74297344,53593,53687,Left
4,Aud,Correct,341.040640000006,912.71294976,913.70807296,54646,54705,Left
12,Av,Correct,287.997440000072,918.1227008,919.2546304,54971,55038,Right
4,Vis,Correct,605.068800000072,923.49177856,924.81626112,55293,55371,Left
12,Av,Correct,530.398720000039,929.48406272,930.87797248,55652,55735,Right
12,Aud,Correct,490.667520000034,936.23783424,937.63960832,56057,56141,Right
4,Aud,Correct,447.49568000002,941.99627776,943.27386112,56403,56479,Left
9.11999988555908,Vis,Correct,1706.07360000001,949.44059392,952.027136,56850,57004,Right
4,Av,Correct,464.657919999968,963.2032768,964.3077632,57675,57741,Left
12,Vis,Correct,465.149439999936,969.73950976,970.99235328,58068,58142,Right
9.11999988555908,Aud,Correct,622.681599999896,974.99058176,976.46051328,58383,58470,Right
5.26000022888184,Vis,Correct,984.563200000071,980.69651456,982.53156352,58725,58834,Left
6.92000007629395,Vis,Catch,514.629119999927,996.69467136,997.97336064,59685,59761,Left
9.11999988555908,Vis,Incorrect,633.003520000034,1002.44353024,1003.83940608,60030,60113,Left
4,Aud,Correct,461.340160000009,1006.20812288,1007.40542464,60256,60326,Left
4,Aud,Correct,531.217919999949,1011.70827264,1012.97455104,60586,60661,Left
4,Vis,Correct,1657.61791999994,1017.21505792,1019.71628032,60916,61065,Left
4,Av,Correct,519.380479999927,1025.34725632,1026.76410368,61404,61488,Left
9.11999988555908,Av,Correct,656.186879999996,1042.05594624,1043.40824064,62406,62487,Right
4,Aud,Incorrect,500.538880000067,1047.14006528,1048.51488768,62711,62793,Right
12,Av,Correct,714.923520000002,1050.60356096,1052.48280576,62919,63031,Right
12,Av,Correct,483.827199999996,1056.87138304,1058.15412736,63295,63371,Right
12,Av,Correct,482.229759999927,1063.05978368,1064.42596352,63667,63748,Right
12,Vis,Correct,894.369280000137,1069.37020416,1071.12484864,64045,64150,Right
12,Av,Correct,628.211200000169,1075.53763328,1077.04479744,64415,64505,Right
4,Vis,Correct,667.20511999988,1083.26801408,1084.7789056,64879,64969,Left
9.11999988555908,Aud,Incorrect,642.629119999856,1091.5377152,1093.1941376,65375,65474,Left
5.26000022888184,Aud,Correct,404.569600000104,1095.12134656,1096.21108736,65590,65655,Left
4,Aud,Correct,268.910080000114,1102.14856704,1103.27861248,66012,66079,Left
5.26000022888184,Aud,Correct,379.133440000078,1120.06221824,1121.25677568,67087,67157,Left
5.26000022888184,Av,Incorrect,151.764479999929,1126.87427584,1127.87247104,67495,67554,Right
12,Av,Correct,475.594240000009,1132.72782848,1133.98009856,67847,67921,Right
12,Aud,Correct,492.428800000016,1138.43974144,1139.85142784,68189,68273,Right
9.11999988555908,Vis,Correct,557.022719999895,1144.94451712,1146.4572928,68580,68669,Right
5.26000022888184,Av,Correct,625.50784,1153.47759104,1154.85237248,69092,69173,Left
4,Av,Correct,261.537279999902,1169.57536256,1170.51265024,70057,70113,Left
9.11999988555908,Vis,Incorrect,664.993280000135,1175.15587584,1176.60471296,70392,70478,Left
6.92000007629395,Vis,Catch,706.977280000092,1179.17093888,1180.60814336,70633,70718,Right
12,Aud,Correct,486.120959999926,1185.65732352,1187.02288896,71022,71103,Right
12,Av,Correct,516.349439999931,1192.47613952,1193.87897856,71431,71515,Right
12,Vis,Correct,1018.68288000019,1198.84115968,1200.91127808,71813,71937,Right
12,Av,Correct,470.105599999943,1207.02820352,1208.43522048,72305,72388,Right
4,Vis,Correct,718.855679999979,1213.91951872,1215.50290944,72718,72812,Left
9.11999988555908,Av,Correct,727.907839999989,1234.28642816,1236.14879744,73940,74051,Right
5.26000022888184,Aud,Correct,451.550719999932,1244.04260864,1245.19960576,74525,74594,Left
